"Efectivos e explotacións de gando bovino. Información ata o nivel de desagregación municipal"
"Número de explotacións e número de bovinos (vacas de muxidura, de non muxidura e outros bovinos)"


;;"Número de vacas";
15001;Abegondo
;"2022";127
36031;Mondariz-Balneario
;"2022";5
36032;Moraña
;"2022";215
36033;Mos
;"2022";29
36034;Neves, As
;"2022";49
36035;Nigrán
;"2022";12
36036;Oia
;"2022";311
36037;Pazos de Borbén
;"2022";65
36041;Poio
;"2022";0
36043;Ponte Caldelas
;"2022";171
36042;Ponteareas
;"2022";40
36044;Pontecesures
;"2022";16
36038;Pontevedra
;"2022";76
36039;Porriño, O
;"2022";21
36040;Portas
;"2022";46
36045;Redondela
;"2022";34
36046;Ribadumia
;"2022";6
36047;Rodeiro
;"2022";8867
36048;Rosal, O
;"2022";76
36049;Salceda de Caselas
;"2022";4
36050;Salvaterra de Miño
;"2022";30
36051;Sanxenxo
;"2022";12
36052;Silleda
;"2022";6906
36053;Soutomaior
;"2022";40
36054;Tomiño
;"2022";302
36055;Tui
;"2022";36
36056;Valga
;"2022";97
36057;Vigo
;"2022";65
36059;Vila de Cruces
;"2022";3497
36058;Vilaboa
;"2022";19
36060;Vilagarcía de Arousa
;"2022";18
36061;Vilanova de Arousa
;"2022";2

"Elaboración propia a partir dos datos proporcionados pola Consellería do Medio Rural "
"Os datos refírense a explotacións con polo menos un bovino. O 16/02/2010 modificáronse datos do número de explotacións do ano 2008 debido a que só se computan explotacións de alomenos 1 bovino.<br>O 10/04/2012 modificáronse os datos do ano 2010 ao detectarse un erro nos datos."
(-) Non procede

I.G.E. - Instituto Galego de Estatística
